ID	Keyword Value	Keyword Status	Pricing Type	Keyword Match Type	Destination URL
282825712869		ON	CPC	PHRASE	http://www.miniinthebox.com/gr/car-accessories_c3019
282162993618		ON	CPC	BROAD	http://www.miniinthebox.com/he/car-accessories_c3019
282163098159		ON	CPC	BROAD	http://www.miniinthebox.com/ko/car-accessories_c3019
289291380076		ON	CPC	PHRASE	http://www.miniinthebox.com/ar/car-accessories_c3019
282162984565		ON	CPC	BROAD	http://www.miniinthebox.com/ja/car-accessories_c3019
282162980881		ON	CPC	BROAD	http://www.miniinthebox.com/car-accessories_c3019
282162987574		ON	CPC	BROAD	http://www.miniinthebox.com/car-accessories_c3019?sort=5d&newarrival=1
282163093013		ON	CPC	BROAD	http://www.miniinthebox.com/camera-accessories_c3147
282163009956		ON	CPC	BROAD	http://www.miniinthebox.com/bt-303-multifunctional-bluetooth-v2-1-handsfree-car-kit-mp3-player-fm-transmitter-a2dp_p2562717.html
282162974333		ON	CPC	BROAD	http://www.miniinthebox.com/brands-showroom-elec_c8636
282163096808		ON	CPC	BROAD	http://www.miniinthebox.com/bluetooth-handsfree-car-kit-clipped-on-car-sun-visor-bluetooth-4-0-can-support-two-phones-simultaneously_p2869964.html
289291384336		ON	CPC	PHRASE	http://www.miniinthebox.com/bluetooth-car-kit-hands-free_c9832
282162955169		ON	CPC	BROAD	http://www.miniinthebox.com/da/bil-tilbehoer_c3019
282825712850		ON	CPC	BROAD	http://www.miniinthebox.com/no/bil-tilbehoer_c3019
289291383027		ON	CPC	PHRASE	http://www.miniinthebox.com/batteries_c4656
282162971808		ON	CPC	BROAD	http://www.miniinthebox.com/fi/autotarvikkeet_c3019
282163000074		ON	CPC	BROAD	http://www.miniinthebox.com/autophix-diagnostic-tool-obd-obd2-obdii-eobd-scanner-code-reader-om123_p1880656.html
282163009953		ON	CPC	BROAD	http://www.miniinthebox.com/cz/automobilove-doplnky_c3019
282162994504		ON	CPC	BROAD	http://www.miniinthebox.com/auto-parts_c9830
282162976948		ON	CPC	BROAD	http://www.miniinthebox.com/hu/auto-kiegeszitok_c3019
282163090571		ON	CPC	BROAD	http://www.miniinthebox.com/nl/auto-accessoires_c3019
282825712746		ON	CPC	EXACT	http://www.miniinthebox.com/de/auto-accessoires_c3019
282162999974		ON	CPC	PHRASE	http://www.miniinthebox.com/audio-video-accessories_c6010
282825712821		ON	CPC	BROAD	http://www.miniinthebox.com/audio-and-video-equipment_c4397
282825712733		ON	CPC	BROAD	http://www.miniinthebox.com/arduino_c5028
282163093739		ON	CPC	BROAD	http://www.miniinthebox.com/apps2car-universal-car-cd-slot-mount-holder-for-iphone-samsung-nokia-sony-lg-htc-mobile-gps-devices_p1456040.html
282825712834		ON	CPC	BROAD	http://www.miniinthebox.com/apple-accessories_c4861
282163095265		ON	CPC	BROAD	http://www.miniinthebox.com/antenna-toppers_c9897
282163096230		ON	CPC	BROAD	http://www.miniinthebox.com/alarms-security_c5217
282825712777		ON	CPC	BROAD	http://www.miniinthebox.com/alarm-security_c3302
293745800698		ON	CPC	BROAD	http://www.miniinthebox.com/air-vent-car-mount-holder-for-tomtom-go-720-730-920-930-520-530-630-t_p360474.html
282825712778		ON	CPC	BROAD	http://www.miniinthebox.com/air-refresheners_c3100
282163000927		ON	CPC	BROAD	http://www.miniinthebox.com/adapter-and-charger_c4395
282163098011		ON	CPC	BROAD	http://www.miniinthebox.com/it/accessori-auto_c3019
282163095799		ON	CPC	BROAD	http://www.miniinthebox.com/fr/accessoires-voitures_c3019
282163095473		ON	CPC	BROAD	http://www.miniinthebox.com/es/accesorios-coche_c3019
289291379072		ON	CPC	PHRASE	http://www.miniinthebox.com/knowledge-base/c1172/a2135.html
282163095458		ON	CPC	BROAD	http://www.miniinthebox.com/knowledge-base/c1170/a2124.html
282163093771		ON	CPC	BROAD	http://www.miniinthebox.com/knowledge-base/c1170/a2121.html
282825712948		ON	CPC	BROAD	http://www.miniinthebox.com/4x-h1-car-driving-parking-warm-white-halogen-xenon-hid-head-light-bulb-lamp-55w_p4818112.html
282163094102		ON	CPC	BROAD	http://www.miniinthebox.com/4pz-side-lamp-6-led-blue-12v-waterproof-with-cable-car-truck-parts_p4815978.html
282162968629		ON	CPC	BROAD	http://www.miniinthebox.com/4pcs-side-marker-light-indicator-12v-for-car-6-led-green-light-truck_p4816814.html
282163007473		ON	CPC	BROAD	http://www.miniinthebox.com/4-pcs-t10-w5w-194-158-168-501-20x3528smd-60-80lm-6000-6500k-cool-white-inverted-side-wedge-light-12v_p831301.html
282163095140		ON	CPC	BROAD	http://www.miniinthebox.com/3in1-car-12v-24v-digital-led-voltmeter-thermometer-cigar-lighter-usb-charger_p3054518.html
282825712788		ON	CPC	PHRASE	http://www.miniinthebox.com/3-gang-waterproof-marine-boat-caravan-led-rocker-switch-panel-circuit-breaker_p4818095.html
282163094395		ON	CPC	BROAD	http://www.miniinthebox.com/3-5mm-fm-transmitter-handsfree-car-kit-for-cell-phones-and-mp3-with-build-in-battery_p638269.html
282163093837		ON	CPC	BROAD	http://www.miniinthebox.com/2x-light-strobe-strobe-22-led-waterproof-car-yellow_p4815993.html
282163096662		ON	CPC	BROAD	http://www.miniinthebox.com/2x-h7-px26d-50w-10xcree-cold-white-3100lm-6500k-for-car-fog-light-ac-dc12v-24_p2578682.html
282163094301		ON	CPC	BROAD	http://www.miniinthebox.com/2x-3d-superman-logo-wireless-car-door-welcome-projector-shadow-cree-led-light_p4815995.html
282163093256		ON	CPC	BROAD	http://www.miniinthebox.com/2-x-h11-pgj192-80w-16xcree-cold-white-4500lm-6500k-for-car-fog-light-ac-dc12v-24_p2578918.html
293745800837		ON	CPC	BROAD	http://www.miniinthebox.com/1157-3528-smd-60-led-white-light-bulb-for-car-dc-12v_p312979.html
282163095247		ON	CPC	BROAD	http://www.miniinthebox.com/11-11-super-sale_c8135
282825713018		ON	CPC	BROAD	http://www.miniinthebox.com/10pcs-12v-heavy-duty-push-on-push-off-switch-car-dash-light_p4818134.html
282163094338		ON	CPC	BROAD	http://www.miniinthebox.com/10-x-t10-20-smd-1210-white-led-car-lights-bulb-194-168-2825-w5w_p812171.html
282163093497		ON	CPC	BROAD	http://www.miniinthebox.com/car-kit-handsfree-bluetooth-wireless-fm-transmitter-usb-sd-lcd-remote-mp3-with-mic_p4759608.html
282163092316		ON	CPC	BROAD	http://www.miniinthebox.com/g30-2-7-full-720p-car-camera-recorder_p4521474.html
282162962208		ON	CPC	BROAD	http://www.miniinthebox.com/7-inch-rear-view-mirror-display_p4431832.html
282825713042		ON	CPC	BROAD	http://www.miniinthebox.com/car-dvr-2-7-inch-hd1280-x-720-170-degree-full-hd-video-out-g-sensor-motion-detection-wide-angle-anti-shock_p3752750.html
282163097059		ON	CPC	BROAD	http://www.miniinthebox.com/d790-driving-record-of-the-rear-view-mirror-1080p-hd-4-3-inches-screen-with-blue-mirror-dvr_p4041740.html
282163094157		ON	CPC	BROAD	http://www.miniinthebox.com/car-kit-fm-transmitter-modulator-charger-for-iphone-5-5c-5s-4-4s-3gs-ipod-touch_p4282051.html
282825712995		ON	CPC	BROAD	http://www.miniinthebox.com/fm-transmitter-with-206-frequencies-bluetooth-2-0-car-charger_p4420539.html
282163098148		ON	CPC	BROAD	http://www.miniinthebox.com/wireless-hands-free-bluetooth-car-kit-fm-transmitter-mp3-player-with-dual-2-1a-usb-charging-support-usb-sd-aux-in_p2979421.html
282163095313		ON	CPC	BROAD	http://www.miniinthebox.com/dearroad-12v-wireless-car-led-parking-sensor-radar-backup-reverse-radar-4-sensors-parktronic-park-master_p4597598.html
282163095323		ON	CPC	BROAD	http://www.miniinthebox.com/hot-sale-mini-black-box-1-5-tft-full-hd-1080p-car-dvr-camcorder-with-12-led-ir-night-vision_p4041754.html
282825713034		ON	CPC	BROAD	http://www.miniinthebox.com/popular-mini-tie-mms-video-real-time-positioning-gsm-gprs-vehicle-tracking-gps-tracker-car-alarm_p4479029.html
282163096958		ON	CPC	BROAD	http://www.miniinthebox.com/hd-car-parking-rear-view-camera-for-ford-mondeo-focus-hatchback-2009-fiesta-2009-s-max-nigh-vision-waterproof_p1017799.html
282825712762		ON	CPC	BROAD	http://www.miniinthebox.com/wireless-car-mp3-player-bluetooth-fm-transmitter-car-kit-with-mic-hand-free-calling-usb-sd-tf-card_p4429672.html
282163092522		ON	CPC	BROAD	http://www.miniinthebox.com/high-quality-car-antenna-decoration_p545350.html
282163096888		ON	CPC	BROAD	http://www.miniinthebox.com/gs8000l-original-glass-lens-1080p-car-dvr-2-7-inch-lcd-with-g-sensor-novatek_p908022.html
282162965489		ON	CPC	BROAD	http://www.miniinthebox.com/7-tft-lcd-car-dvd-cctv-reverse-rear-view-camera-monitor-pal-ntsc_p4591507.html
282162985231		ON	CPC	BROAD	http://www.miniinthebox.com/mini-hd-1080p-vehicle-blackbox-car-dvr-camcorder-car-camera-with-2-4-tft-lcd-screen_p2448944.html
282163092577		ON	CPC	BROAD	http://www.miniinthebox.com/car-rear-view-camera-high-definition-wide-angle-waterproof-cmd-camera-4-3-inch-monitor_p201415.html
282163095241		ON	CPC	BROAD	http://www.miniinthebox.com/1920-x-1080p-fullhd-rearview-mirror-dual-lens-car-dvr-4-3-lcd-blue-glass-with-2-cameras-g-sensor-motion-detection_p2484247.html
282163091348		ON	CPC	BROAD	http://www.miniinthebox.com/renepai-120-cmos-waterproof-night-vision-car-rear-view-camera-with-truck-bus-for-420-tv-lines-ntsc-pal_p1957335.html
282162981222		ON	CPC	BROAD	http://www.miniinthebox.com/4-3-inch-car-tft-color-monitor-for-dvd-foldable-rear-view-camera_p4816830.html
282163093970		ON	CPC	BROAD	http://www.miniinthebox.com/k6000-hd-1080p-vehicle-blackbox-dvr-camcorder-car-camera-with-2-4-tft-lcd-screen-for-car_p2333861.html
282825712891		ON	CPC	BROAD	http://www.miniinthebox.com/cs1017-european-car-license-plate-rearview-camera-black_p2483326.html
282163094838		ON	CPC	BROAD	http://www.miniinthebox.com/renepai-170-ccd-waterproof-night-vision-car-rear-view-camera-for-renault-lang-degrees-420-tv-lines-ntsc-pal-4led_p1883208.html
282163094300		ON	CPC	BROAD	http://www.miniinthebox.com/gps-gsm-grps-mini-tracker-position-for-car-tracking-device-with-sd-card-slot_p1385209.html
282162961958		ON	CPC	BROAD	http://www.miniinthebox.com/car-rear-view-camera-for-skoda-octavia-2008-2010-2012_p691562.html
282825712757		ON	CPC	BROAD	http://www.miniinthebox.com/car-dvr-car-black-box-with-2-5-inch-display-led-lights-motion-detection_p192462.html
282162960797		ON	CPC	BROAD	http://www.miniinthebox.com/besteye-crd521-car-dvr-full-hd-1080p-car-video-recorder-g-sensor-2-7-wide-angle-night-vision-car-black-box-camera_p4611078.html
282825712739		ON	CPC	PHRASE	http://www.miniinthebox.com/waterproof-car-rear-view-camera-170-wide-angle-high-definition-ccd-reverse-backup-parking-assistance_p1669077.html
282162960513		ON	CPC	BROAD	http://www.miniinthebox.com/high-definition-ccd-on-board-camera_p4447645.html
282162993770		ON	CPC	BROAD	http://www.miniinthebox.com/fm-103-car-stereo-audio-amplifier-with-fm-function-black_p2261194.html
282163095185		ON	CPC	BROAD	http://www.miniinthebox.com/waterproof-car-rear-view-camera-170-wide-angle-high-definition-ccd-reverse-backup-parking-assistance_p1669078.html
282163092355		ON	CPC	BROAD	http://www.miniinthebox.com/car-audio-music-player-fm-transmitter-with-phone-holder-wireless-led-display-fm-frequency-handsfree-talking-usb-charger_p4791406.html
282162998294		ON	CPC	BROAD	http://www.miniinthebox.com/small-butterfly-exo-universal-car-camera_p4451987.html
282162968482		ON	CPC	BROAD	http://www.miniinthebox.com/car-rear-view-camera-with-night-vision_p236825.html
282162954608		ON	CPC	BROAD	http://www.miniinthebox.com/full-hd-car-dvr-mini-2-4-inch-lcd-1920-1080p-4x-zoom-car-camera-wdr-dvr-recorder-with-hdmi-cable_p2186121.html
282163006486		ON	CPC	BROAD	http://www.miniinthebox.com/portable-built-in-battery-2-in-1-bluetooth-v3-0-edr-cell-phone-handsfree-speaker-and-bluetooth-stereo-receiver_p1958059.html
282162966358		ON	CPC	BROAD	http://www.miniinthebox.com/super-mini-bluetooth-car-kit-bluetooth-receiver-adapter-for-music-and-mobile-phone_p2056329.html
282162958099		ON	CPC	BROAD	http://www.miniinthebox.com/car-rear-view-camera-for-svw-toureg-tiguan-poussan-passat-polo-2008-2009_p670066.html
282163091540		ON	CPC	BROAD	http://www.miniinthebox.com/car-rearview-camera-support-night-vision_p575862.html
282163002173		ON	CPC	BROAD	http://www.miniinthebox.com/electromagnetic-car-parking-reverse-back-up-radar-sensor-kit-with-led-display_p4591639.html
289291384000		ON	CPC	PHRASE	http://www.miniinthebox.com/renepai-3-5-inch-monitor-wireless-170-hd-car-rear-view-camera-high-definition-wide-angle-waterproof-cmos-camera_p3118225.html
293745800849		ON	CPC	BROAD	http://www.miniinthebox.com/12cm-carbon-fiber-short-car-antenna-radio-car-aerial-antenna-for-all-car_p545344.html
282825713030		ON	CPC	PHRASE	http://www.miniinthebox.com/bluetooth-dual-usb-car-charger-aux-in-fm-transmitter-hansfree-mic-for-iphone-6-6-plus-5s-4s-and-others_p2642102.html
282163095827		ON	CPC	BROAD	http://www.miniinthebox.com/mini-blue-obd-elm327_p1083565.html
282163002055		ON	CPC	BROAD	http://www.miniinthebox.com/fm-transmitter-with-bluetooth-handsfree-car-kit-with-wireless-controller-bluetooth-2-0-mp3-play-sd-mmc-card_p3064937.html
282825712842		ON	CPC	BROAD	http://www.miniinthebox.com/mouse-over-image-to-zoomdetails-about-electromagnetic-car-parking-reversing-reverse-backup-radar-antenna-buzzer-alarm_p4591635.html
282163097761		ON	CPC	BROAD	http://www.miniinthebox.com/bc06-bluetooth-hands-free-dual-usb-car-charger-u-disk-aux-fm-transmitter-mp3-player_p4499423.html
282163095830		ON	CPC	BROAD	http://www.miniinthebox.com/bluetooth-handsfree-car-kit-bluetooth-audio-adapter-4-1-support-two-phones-simultaneously_p3605722.html
282162959950		ON	CPC	BROAD	http://www.miniinthebox.com/hd-7-tft-lcd-2-ch-digital-rear-view-monitor-remote-controller-pal-ntsc_p1132288.html
282162988079		ON	CPC	BROAD	http://www.miniinthebox.com/car-styling-radar-car-anti-radar-detector-russian-english-speaking-vehicle-speed-control-detector-red_p4803568.html
282163092833		ON	CPC	BROAD	http://www.miniinthebox.com/v7-car-anti-radar-detector-russian-english-speaking-vehicle-speed-control-detector-assorted-colors_p4803571.html
282162985490		ON	CPC	BROAD	http://www.miniinthebox.com/f600-2-7-16-9-dual-180-rotating-camera-hdmi-car-dvr_p1296699.html
282163097645		ON	CPC	BROAD	http://www.miniinthebox.com/bluetooth-handsfree-car-kit-to-cigarette-lighter-bluetooth-3-0-fm-transmitter-dual-usb-port-for-car-charger-mp3-player_p3605723.html
282163098167		ON	CPC	BROAD	http://www.miniinthebox.com/bluetooth-handsfree-car-kit-clipped-on-car-sun-visor-bluetooth-3-0-can-support-two-phones-simultaneously_p3605718.html
282162985844		ON	CPC	BROAD	http://www.miniinthebox.com/car-anti-radar-detector-russian-english-speaking-vehicle-speed-control-detector-l-r-assorted-colors_p4803570.html
282163094325		ON	CPC	BROAD	http://www.miniinthebox.com/renepai-4-3-inch-monitor-wireless-170-hd-car-rear-view-camera-high-definition-wide-angle-waterproof-cmos-camera_p3118221.html
282163096632		ON	CPC	BROAD	http://www.miniinthebox.com/smart-bluetooth-music-receiver-bluetooth-handsfree-car-kit-bluetooth-audio-adapter-4-1_p3605721.html
282825712820		ON	CPC	BROAD	http://www.miniinthebox.com/3-5mm-audio-devices-wireless-lcd-handsfree-car-fm-transmitter-for-cell-phone_p638265.html
282163093651		ON	CPC	BROAD	http://www.miniinthebox.com/bluetooth-handsfree-car-kit-to-cigarette-lighter-bluetooth-3-0-fm-transmitter-dual-usb-port-for-car-charger-mp3-player_p4442050.html
282163092042		ON	CPC	BROAD	http://www.miniinthebox.com/tk116-car-gps-tracker-remote-monitoring-anti-theft-device-off-fuel-and-electricity_p4780060.html
282163092546		ON	CPC	BROAD	http://www.miniinthebox.com/v7-car-anti-radar-detector-russian-english-speaking-vehicle-speed-control-detector-assorted-colors_p4803571.html
